Datum,Klantennummer,Artikelnummer,IsLeeggoed,Omschrijving,AantalGeboekt,Basiseenheid,OmzetInEuroNaKorting,TotaleKorting
2016-10-15,101925,1008615,false,Fantome Blanche Dark White,12,FLES,38.15,0
2016-10-15,101925,1009199,false,Fantome Diable 12/75cl,12,FLES,38.74,0
2016-10-15,101925,E700,true,"Leeggoed € 7,00",1,STUK,7,0
2016-10-15,102432,1001391,false,Westmalle Glas,-4,STUK,-45.74,0
2016-10-15,100220,1001692,false,Delirium Christmas 24/33cl,168,FLES,182.17,0
2016-10-15,100220,1001726,false,N'ice Chouffe 12/75cl,240,FLES,726.3,0
2016-10-15,100220,1001840,false,Blanche De Namur 12/75cl,48,FLES,66.17,0
2016-10-15,100220,1001876,false,Barbar Bok 24/33cl,360,FLES,332.69,0
2016-10-15,100220,1001940,false,Chimay Blauw 24/33cl,48,FLES,51.2,0
2016-10-15,100220,1001942,false,Chimay Rood 24/33cl,48,FLES,39.55,0
2016-10-15,100220,1001958,false,Canaster W.S. 12/75cl,60,FLES,135.29,0
2016-10-15,100220,1001961,false,Duvel 24/33cl,168,FLES,139.09,0
2016-10-15,100220,1002063,false,Gulden Draak 24/33cl,120,FLES,102.89,0
2016-10-15,100220,1002081,false,Gordon X-mas Ale 24/33cl,96,FLES,93.65,0
2016-10-15,100220,1002104,false,Hoegaarden Verb.Vrucht 24/33cl,48,FLES,53.2,0
2016-10-15,100220,1002124,false,Karmeliet Tripel 24/33cl,48,FLES,40.12,0
2016-10-15,100220,1002131,false,Kasteelbier Donker 24/33cl,120,FLES,111.66,0
2016-10-15,100220,1002163,false,Leffe Blond 24/33cl,96,FLES,72.6,0
2016-10-15,100220,1002357,false,Rochefort 10 24/33cl,144,FLES,209.8,0
2016-10-15,100220,1002359,false,Rochefort 8 24/33cl,144,FLES,140.02,0
2016-10-15,100220,1002365,false,Gauloise Christmas 24/33cl,360,FLES,317.57,0
2016-10-15,100220,1002366,false,St.Bernardus Abt 12 24/33cl,48,FLES,45.89,0
2016-10-15,100220,1002404,false,St.Feuillien Noel 24/33cl,192,FLES,190.36,0
2016-10-15,100220,1002524,false,Winterkoninkske 24/33cl,120,FLES,95.94,0
2016-10-15,100220,1003893,false,Bush de Noel 24/33cl,480,FLES,455.46,0
2016-10-15,100220,1004067,false,Duchesse de Bourgogne 12/75cl,36,FLES,86.08,0
2016-10-15,100220,1004463,false,La Chouffe 24/33cl,120,FLES,109.3,0
2016-10-15,100220,1004698,false,Deus brut des Flandres 6/75cl,24,FLES,222.36,0
2016-10-15,100220,E1180,true,"Leeggoed € 11,80",7,STUK,56,0
2016-10-15,100220,E450,true,"Leeggoed € 4,50",129,STUK,412.8,0
2016-10-15,100220,E810,true,"Leeggoed € 8,10",3,STUK,20.4,0
2016-10-15,101936,1001441,false,Belle Vue Gueuze 24/25cl,24,FLES,14.9,0
2016-10-15,101936,1001524,false,Mort Subite Kriek Original 24/25cl,24,FLES,16.72,0
2016-10-15,101936,1001691,false,Delirium Nocturnum 24/33cl,24,FLES,25.54,0
2016-10-15,101936,1001753,false,"Troubadour Blond 6,5% 24/33cl",24,FLES,19.81,0
2016-10-15,101936,1001756,false,Trappiste 12 24/33cl,24,FLES,149.6,0
2016-10-15,101936,1001757,false,Trappiste 6 24/33cl,24,FLES,129.68,0
2016-10-15,101936,1001758,false,Trappiste 8 24/33cl,24,FLES,110.21,0
2016-10-15,101936,1001796,false,Achel blond 24/33cl,24,FLES,22.73,0
2016-10-15,101936,1001820,false,Bush Blond 24/33cl,24,FLES,20.1,0
2016-10-15,101936,1001903,false,Brugse Zot Blond 24/33cl,48,FLES,40.15,0
2016-10-15,101936,1001922,false,Cuvee de Ciney Blond 24/25cl,24,FLES,19.43,0
2016-10-15,101936,1001923,false,Cuvee de Ciney Donker 24/25cl,24,FLES,19.43,0
2016-10-15,101936,1001935,false,Cuvee Des Trolls 24/25cl,24,FLES,13.5,0
2016-10-15,101936,1001940,false,Chimay Blauw 24/33cl,24,FLES,25.6,0
2016-10-15,101936,1001942,false,Chimay Rood 24/33cl,24,FLES,19.77,0
2016-10-15,101936,1001944,false,Chimay Wit 24/33cl,24,FLES,21.43,0
2016-10-15,101936,1001950,false,Keizer Karel Rood 24/33cl,24,FLES,19.9,0
2016-10-15,101936,1001961,false,Duvel 24/33cl,24,FLES,19.87,0
2016-10-15,101936,1001999,false,Delirium Tremens 24/33cl,24,FLES,25.53,0
2016-10-15,101936,1002054,false,G.Carolus Classic 24/33cl,24,FLES,21.5,0
2016-10-15,101936,1002058,false,G.Carolus Tripel 24/33cl,24,FLES,21.55,0
2016-10-15,101936,1002104,false,Hoegaarden Verb.Vrucht 24/33cl,24,FLES,26.6,0
2016-10-15,101936,1002113,false,Judas 24/33cl,24,FLES,26.1,0
2016-10-15,101936,1002162,false,Leffe 9 Rituel 24/33cl,24,FLES,20.93,0
2016-10-15,101936,1002211,false,Scheldebrouwerij Lamme Goedzak 24/33cl,48,FLES,37.34,0
2016-10-15,101936,1002246,false,Maredsous 10 Tripel 24/33cl,24,FLES,22.8,0
2016-10-15,101936,1002252,false,Maredsous 8 Bruin 24/33cl,24,FLES,20.07,0
2016-10-15,101936,1002275,false,Moeder Overste 24/33cl,24,FLES,19.72,0
2016-10-15,101936,1002297,false,Orval 24/33cl,72,FLES,72.13,0
2016-10-15,101936,1002357,false,Rochefort 10 24/33cl,24,FLES,34.97,0
2016-10-15,101936,1002359,false,Rochefort 8 24/33cl,48,FLES,46.67,0
2016-10-15,101936,1002366,false,St.Bernardus Abt 12 24/33cl,48,FLES,45.89,0
2016-10-15,101936,1002367,false,St.Bernardus Abt 12 12/75cl,12,FLES,38.6,0
2016-10-15,101936,1002371,false,St.Bernardus Prior 8 12/75cl,12,FLES,32.66,0
2016-10-15,101936,1002398,false,St.Feuillien Blond 24/33cl,24,FLES,20.21,0
2016-10-15,101936,1002402,false,St.Feuillien Tripel 24/33cl,24,FLES,23.06,0
2016-10-15,101936,1002407,false,Scheldebrouwerij Strandgaper 24/33cl,48,FLES,35.23,0
2016-10-15,101936,1002441,false,St.Bernardus Tripel 12/75cl,12,FLES,32.66,0
2016-10-15,101936,1002460,false,Troubadour Obscura 24/33cl,24,FLES,21.93,0
2016-10-15,101936,1002461,false,Tongerlo Blond 24/33cl,48,FLES,42.44,0
2016-10-15,101936,1002501,false,Val-Dieu Brune 24/33cl,24,FLES,23.41,0
2016-10-15,101936,1002503,false,Val-Dieu Triple 24/33cl,24,FLES,23.83,0
2016-10-15,101936,1002525,false,Witkap Dubbele Pater 24/33cl,24,FLES,19.7,0
2016-10-15,101936,1002529,false,Westmalle Dubbel 24/33cl,24,FLES,16.71,0
2016-10-15,101936,1002530,false,Westmalle Tripel 24/33cl,24,FLES,21.65,0
2016-10-15,101936,1002549,false,Scheldebrouwerij Zeezuiper 24/33cl,24,FLES,19.47,0
2016-10-15,101936,1002580,false,Grimbergen Goud Uit productie 24/33cl,24,FLES,22.02,0
2016-10-15,101936,1002587,false,G.Carolus Hopsinjoor 24/33cl,24,FLES,21.82,0
2016-10-15,101936,1003832,false,G.Carolus Cuvee vd Keizer Blauw 12/75cl,12,FLES,42.13,0
2016-10-15,101936,1004068,false,De Koninck Triple d'Anvers 24/33cl,24,FLES,22.38,0
2016-10-15,101936,1004300,false,Boerinneken 20/33cl,20,FLES,21.35,0
2016-10-15,101936,1004334,false,St Bernardus Christmas Ale 12/75cl,12,FLES,39,0
2016-10-15,101936,1004463,false,La Chouffe 24/33cl,48,FLES,43.72,0
2016-10-15,101936,1004472,false,Buffalo Stout 24/33cl,24,FLES,24.16,0
2016-10-15,101936,1004630,false,Bush Peche Mel 24/33cl,24,FLES,21.56,0
2016-10-15,101936,1004724,false,Steenuilke 24/33cl,24,FLES,20.33,0
2016-10-15,101936,1004820,false,La Chouffe Houblon 24/33cl,24,FLES,25.5,0
2016-10-15,101936,1004979,false,Troubadour Magma 24/33cl,24,FLES,22.62,0
2016-10-15,101936,1005041,false,Omer 24/33cl,24,FLES,21.63,0
2016-10-15,101936,1005064,false,Struise Sint Amatus 2013 24/33cl,24,FLES,39.53,0
2016-10-15,101936,1005280,false,Leffe Ruby 24/33cl,24,FLES,19.48,0
2016-10-15,101936,1005490,false,Palm N.A. 24/25cl,48,FLES,23.45,0
2016-10-15,101936,1005514,false,"Hanssens Oudbeitje 24/37,5cl",24,FLES,50.61,0
2016-10-15,101936,1005693,false,Hopus 12/75cl,12,FLES,25.3,0
2016-10-15,101936,1005707,false,Trappist Mont Des Cats 24/33cl,24,FLES,38.71,0
2016-10-15,101936,1005714,false,St.Bernardus Witbier 12/75cl,12,FLES,27.86,0
2016-10-15,101936,1005780,false,Piraat Tripel Hop 24/33cl,24,FLES,23.81,0
2016-10-15,101936,1005844,false,Hopus Primeur 20/33cl,20,FLES,17.42,0
2016-10-15,101936,1005853,false,Troubadour Westkust 24/33cl,24,FLES,23.27,0
2016-10-15,101936,1006012,false,Engelzell Benno 20/33cl,20,FLES,39.49,0
2016-10-15,101936,1006028,false,Viven Blond 24/33cl,24,FLES,20.24,0
2016-10-15,101936,1006031,false,Viven Smoked Porter 24/33cl,24,FLES,21.39,0
2016-10-15,101936,1006063,false,Leffe Nectar 24/33cl,24,FLES,18.38,0
2016-10-15,101936,1006082,false,Lupulus Blonde 12/75cl,48,FLES,101.85,0
2016-10-15,101936,1006093,false,Préaris IPA 24/33cl,24,FLES,22.53,0
2016-10-15,101936,1006166,false,Emelisse Imperial Russian Stout 12/33cl,12,FLES,20.1,0
2016-10-15,101936,1006206,false,Floreffe Tripel Beugel 20/33cl,20,FLES,16.69,0
2016-10-15,101936,1006282,false,Emelisse Black IPA 12/33cl,12,FLES,18.41,0
2016-10-15,101936,1006307,false,Affligem Dubbel 24/30cl,24,FLES,18.8,0
2016-10-15,101936,1006641,false,Antigoon,24,FLES,20.08,0
2016-10-15,101936,1006644,false,Troubadour Imperial Stout,24,FLES,23.26,0
2016-10-15,101936,1006646,false,Cornet Oaked,24,FLES,21.37,0
2016-10-15,101936,1006734,false,Satan Black,24,FLES,18.97,0
2016-10-15,101936,1006737,false,Brussels Beerproject Delta IPA,24,FLES,28.16,0
2016-10-15,101936,1006768,false,Neuzebier Tripel/Bruin,24,FLES,21.59,0
2016-10-15,101936,1006820,false,Hof Ten Dormaal Politician,12,FLES,24.24,0
2016-10-15,101936,1007240,false,De Molen Weer & Wind Bourbon 24/33cl,24,FLES,76.73,0
2016-10-15,101936,1007242,false,De Molen Hemel & Aarde Bourbon 24/33cl,24,FLES,76,0
2016-10-15,101936,1007340,false,De Poes,48,FLES,50.91,0
2016-10-15,101936,1007357,false,Kasteelbier Barista,24,FLES,24.49,0
2016-10-15,101936,1007379,false,Filou,24,FLES,17.85,0
2016-10-15,101936,1007757,false,Troubadour Magma Spiked Brett,24,FLES,25.27,0
2016-10-15,101936,1007788,false,Harviestoun Ola Dubh 12,12,FLES,30.67,0
2016-10-15,101936,1007789,false,Harviestoun Ola Dubh 16,12,FLES,34.64,0
2016-10-15,101936,1007790,false,Harviestoun Ola Dubh 18,12,FLES,37.74,0
2016-10-15,101936,1007984,false,G Carolus Indulgence,24,FLES,114.65,0
2016-10-15,101936,1008099,false,Tre Fontane,24,FLES,86.28,0
2016-10-15,101936,1008218,false,Magic Rock Cannonball Can,24,BLIK,33.35,0
2016-10-15,101936,1008219,false,Magic Rock High Wire Grapefruit Can,24,BLIK,29.64,0
2016-10-15,101936,1008393,false,Leffe Royale Crystal Hop,24,FLES,29.37,0
2016-10-15,101936,1008420,false,Pohjala ÖÖ 24/33cl,24,FLES,43.05,0
2016-10-15,101936,1008510,false,Magic Rock Dark Arts Can,24,BLIK,29.36,0
2016-10-15,101936,1008569,false,Pallet DPB Kunststof,-1,STUK,-22.5,0
2016-10-15,101936,1008835,false,Mikkeller Beer Geek brunch weasel 24/33cl,24,FLES,77.12,0
2016-10-15,101936,1008904,false,Pohjala Routa 24/33cl,24,FLES,48.15,0
2016-10-15,101936,1008986,false,Uiltje Fuck De Caravan Staat In De Fik,24,FLES,33.59,0
2016-10-15,101936,1009233,false,Magic Rock Inhaler Can 24/33cl,24,BLIK,30.85,0
2016-10-15,101936,1009234,false,Magic Rock Common Grounds Can 24/33cl,24,BLIK,30.3,0
2016-10-15,101936,1009300,false,De Molen Mooi & Meedogenloos Bourbon BA 24/33cl,24,FLES,76.41,0
2016-10-15,101936,1009322,false,Rodenbach Alexander 6/75cl,12,FLES,61.86,0
2016-10-15,101936,E1180,true,"Leeggoed € 11,80",2,STUK,23.6,0
2016-10-15,101936,E120,true,"Leeggoed € 1,20",1,STUK,1.2,0
2016-10-15,101936,E1200,true,"Leeggoed € 12,00",0,STUK,0,0
2016-10-15,101936,E2000,true,"Leeggoed € 20,00",1,STUK,20,0
2016-10-15,101936,E210,true,"Leeggoed € 2,10",-52,STUK,-109.2,0
2016-10-15,101936,E240,true,"Leeggoed € 2,4",3,STUK,7.2,0
2016-10-15,101936,E280,true,Leeggoed € 2.80,1,STUK,2.8,0
2016-10-15,101936,E3000,true,"Leeggoed € 30,00",-1,STUK,-30,0
2016-10-15,101936,E340,true,"Leeggoed € 3,40",1,STUK,3.4,0
2016-10-15,101936,E400,true,"Leeggoed € 4,00",-1,STUK,-4,0
2016-10-15,101936,E450,true,"Leeggoed € 4,50",13,STUK,58.5,0
2016-10-15,101936,E460,true,"Leeggoed € 4,60",-5,STUK,-23,0
2016-10-15,101936,E5000,true,Leeggoed € 50,-2,STUK,-100,0
2016-10-15,101936,E700,true,"Leeggoed € 7,00",13,STUK,91,0
2016-10-15,101936,E850,true,"Leeggoed € 8,50",-1,STUK,-8.5,0
2016-10-15,101900,1001691,false,Delirium Nocturnum 24/33cl,24,FLES,28.16,0
2016-10-15,101900,1001752,false,Achel Bruin 24/33cl,24,FLES,25.32,0
2016-10-15,101900,1001796,false,Achel blond 24/33cl,24,FLES,25.32,0
2016-10-15,101900,1001864,false,Brunehaut Ambré Bio 24/33cl,24,FLES,22.23,0
2016-10-15,101900,1001865,false,Brunehaut Blonde Bio 24/33cl,24,FLES,21.5,0
2016-10-15,101900,1001898,false,Wittekerke 24/25cl,24,FLES,12.44,0
2016-10-15,101900,1001903,false,Brugse Zot Blond 24/33cl,24,FLES,22.25,0
2016-10-15,101900,1001935,false,Cuvee Des Trolls 24/25cl,24,FLES,15.42,0
2016-10-15,101900,1001940,false,Chimay Blauw 24/33cl,72,FLES,85.59,0
2016-10-15,101900,1001942,false,Chimay Rood 24/33cl,48,FLES,44.78,0
2016-10-15,101900,1001944,false,Chimay Wit 24/33cl,48,FLES,48.1,0
2016-10-15,101900,1001969,false,Duchesse De Bourgogne 24/25cl,72,FLES,61.86,0
2016-10-15,101900,1001990,false,Strubbe Dikke Mathile 24/25cl,24,FLES,15.83,0
2016-10-15,101900,1001999,false,Delirium Tremens 24/33cl,48,FLES,56.3,0
2016-10-15,101900,1002036,false,Floris Chocolade 24/33cl,24,FLES,31.26,0
2016-10-15,101900,1002055,false,G.Carolus Ambrio 24/33cl,24,FLES,24.5,0
2016-10-15,101900,1002058,false,G.Carolus Tripel 24/33cl,24,FLES,24.51,0
2016-10-15,101900,1002103,false,Strubbe Houten Kop 24/25cl,24,FLES,15.83,0
2016-10-15,101900,1002124,false,Karmeliet Tripel 24/33cl,48,FLES,46.69,0
2016-10-15,101900,1002131,false,Kasteelbier Donker 24/33cl,24,FLES,26.2,0
2016-10-15,101900,1002136,false,Kasteelbier Tripel 24/33cl,24,FLES,25.48,0
2016-10-15,101900,1002181,false,Floris Mango 24/33cl,24,FLES,31.14,0
2016-10-15,101900,1002297,false,Orval 24/33cl,48,FLES,52.43,0
2016-10-15,101900,1002314,false,Pauwel Kwak 24/33cl,24,FLES,21.42,0
2016-10-15,101900,1002358,false,Rochefort 6 24/33cl,24,FLES,23.06,0
2016-10-15,101900,1002366,false,St.Bernardus Abt 12 24/33cl,24,FLES,26,0
2016-10-15,101900,1002380,false,St.Bernardus Witbier 24/33cl,24,FLES,15.46,0
2016-10-15,101900,1002384,false,Straffe Hendrik Quadruppel 24/33cl,24,FLES,31.89,0
2016-10-15,101900,1002411,false,Straffe Hendrik Tripel 24/33cl,24,FLES,28.56,0
2016-10-15,101900,1002440,false,St.Bernardus Tripel 24/33cl,24,FLES,21.25,0
2016-10-15,101900,1002503,false,Val-Dieu Triple 24/33cl,24,FLES,26.43,0
2016-10-15,101900,1002529,false,Westmalle Dubbel 24/33cl,48,FLES,38.64,0
2016-10-15,101900,1002587,false,G.Carolus Hopsinjoor 24/33cl,24,FLES,24.5,0
2016-10-15,101900,1003003,false,N'Ice Chouffe Vat 20L,2,STUK,136.99,0
2016-10-15,101900,1003150,false,Tongerlo Blond Vat 20L,6,STUK,359.7,0
2016-10-15,101900,1003241,false,Limburgse witte vat 30L,4,STUK,258.74,0
2016-10-15,101900,1004240,false,Mongozo Mango 24/33cl,24,FLES,32.83,0
2016-10-15,101900,1004305,false,Floris Honey 24/33cl,24,FLES,31.26,0
2016-10-15,101900,1004307,false,Floris Passion 24/33cl,24,FLES,31.26,0
2016-10-15,101900,1004463,false,La Chouffe 24/33cl,48,FLES,49.02,0
2016-10-15,101900,1004471,false,Buffalo Belgian Bitter 24/33cl,24,FLES,26.73,0
2016-10-15,101900,1004472,false,Buffalo Stout 24/33cl,24,FLES,26.76,0
2016-10-15,101900,1004668,false,Barbar Blond Beugel 20/33cl,20,FLES,18.28,0
2016-10-15,101900,1004669,false,Barbar Bok Donker Beugel 20/33cl,20,FLES,18.28,0
2016-10-15,101900,1004820,false,La Chouffe Houblon 24/33cl,24,FLES,28.47,0
2016-10-15,101900,1005958,false,St.Bernardus Christmas Ale 24/33cl,24,FLES,30.27,0
2016-10-15,101900,1006035,false,N'ice Chouffe 24/33cl,48,FLES,53.34,0
2016-10-15,101900,1007801,false,De Dochter vd Korenaar Belle Fleur 20L,1,KEYKEG,80.27,0
2016-10-15,101900,1008727,false,Saison Dupont Dry Hopping KeyKeg,2,KEYKEG,113.74,0
2016-10-15,101900,1008879,false,Viven Smoked Porter KeyKeg,1,KEYKEG,70.31,0
2016-10-15,101900,1008929,false,Jack's Precious IPA KeyKeg,2,KEYKEG,176.36,0
2016-10-15,101900,1009009,false,Troubadour Magma Maris Otter 30L,1,VAT,94.61,0
2016-10-15,101900,1009106,false,De La Senne Taras Boulba Keykeg 20L,1,KEYKEG,66.03,0
2016-10-15,101900,E010,true,"Leeggoed € 0,10",-48,STUK,-4.8,0
2016-10-15,101900,E020,true,"Leeggoed € 0,20",-7,STUK,-1.4,0
2016-10-15,101900,E1180,true,"Leeggoed € 11,80",-1,STUK,-11.8,0
2016-10-15,101900,E1200,true,"Leeggoed € 12,00",0,STUK,0,0
2016-10-15,101900,E210,true,"Leeggoed € 2,10",-46,STUK,-96.6,0
2016-10-15,101900,E3000,true,"Leeggoed € 30,00",-48,STUK,-1440,0
2016-10-15,101900,E3700,true,Leeggoed € 37,1,STUK,37,0
2016-10-15,101900,E450,true,"Leeggoed € 4,50",-103,STUK,-463.5,0
2016-10-15,101900,E6000,true,Leeggoed € 60,-2,STUK,-120,0
2016-10-15,101900,E700,true,"Leeggoed € 7,00",5,STUK,35,0
2016-10-15,101492,1001186,false,Looza Appelsap 24/20cl,72,FLES,34.01,0
2016-10-15,101492,1001205,false,Looza Sinaasappel 24/20cl,144,FLES,68.03,0
2016-10-15,101492,1001207,false,Looza Tomaat 24/20cl,24,FLES,11.78,0
2016-10-15,101492,1001233,false,Lindemans Cassis 24/25cl,240,FLES,166.94,0
2016-10-15,101492,1001247,false,Blanche de Namur Glas,6,STUK,9.67,0
2016-10-15,101492,1001264,false,De Koninck Bolleke Glas,6,STUK,0,0
2016-10-15,101492,1001273,false,St.Bernardus Abt 12 vat 20L,6,STUK,326.89,0
2016-10-15,101492,1001292,false,Gulden Draak Glas,6,STUK,15.57,0
2016-10-15,101492,1001314,false,Leffe Glas,6,STUK,0,0
2016-10-15,101492,1001322,false,Lindemans Kriek Glas,6,STUK,0,0
2016-10-15,101492,1001374,false,St.Louis Kriek Glas,6,STUK,6.74,0
2016-10-15,101492,1001427,false,Boon Oude Gueuze 24/25cl,336,FLES,230.67,0
2016-10-15,101492,1001500,false,Lindemans Apple 24/25cl,240,FLES,119.92,0
2016-10-15,101492,1001541,false,St.Louis Premium Peche 24/25cl,240,FLES,187.19,0
2016-10-15,101492,1001672,false,Blanche De Namur 24/33cl,192,FLES,108.9,0
2016-10-15,101492,1001753,false,"Troubadour Blond 6,5% 24/33cl",144,FLES,119.67,0
2016-10-15,101492,1001800,false,Ter Dolen Donker 24/33cl,48,FLES,35.13,0
2016-10-15,101492,1001819,false,Bush Ambrée 24/33cl,192,FLES,176.82,0
2016-10-15,101492,1001882,false,Bosbier 24/25cl,288,FLES,191.09,0
2016-10-15,101492,1001940,false,Chimay Blauw 24/33cl,24,FLES,25.6,0
2016-10-15,101492,1001942,false,Chimay Rood 24/33cl,24,FLES,19.77,0
2016-10-15,101492,1001999,false,Delirium Tremens 24/33cl,192,FLES,204.28,0
2016-10-15,101492,1002045,false,De Ranke Guldenberg 24/33cl,24,FLES,21.53,0
2016-10-15,101492,1002047,false,Grimbergen Blond 24/33cl,192,FLES,161.76,0
2016-10-15,101492,1002049,false,Grimbergen Dubbel 24/33cl,144,FLES,121.47,0
2016-10-15,101492,1002063,false,Gulden Draak 24/33cl,192,FLES,154.83,0
2016-10-15,101492,1002121,false,Jupiler 0.0 N.A. 24/25cl,144,FLES,66.6,0
2016-10-15,101492,1002124,false,Karmeliet Tripel 24/33cl,144,FLES,120.36,0
2016-10-15,101492,1002248,false,Maredsous 6 Blond 24/33cl,96,FLES,70.82,0
2016-10-15,101492,1002314,false,Pauwel Kwak 24/33cl,336,FLES,253.89,0
2016-10-15,101492,1002329,false,Piraat 24/33cl,144,FLES,108.78,0
2016-10-15,101492,1002357,false,Rochefort 10 24/33cl,168,FLES,244.77,0
2016-10-15,101492,1002358,false,Rochefort 6 24/33cl,24,FLES,20.52,0
2016-10-15,101492,1002359,false,Rochefort 8 24/33cl,24,FLES,23.34,0
2016-10-15,101492,1002366,false,St.Bernardus Abt 12 24/33cl,24,FLES,22.94,0
2016-10-15,101492,1002384,false,Straffe Hendrik Quadruppel 24/33cl,168,FLES,199.79,0
2016-10-15,101492,1002411,false,Straffe Hendrik Tripel 24/33cl,144,FLES,153.03,0
2016-10-15,101492,1002440,false,St.Bernardus Tripel 24/33cl,24,FLES,18.49,0
2016-10-15,101492,1002460,false,Troubadour Obscura 24/33cl,192,FLES,175.45,0
2016-10-15,101492,1002536,false,Watou Tripel 24/33cl,48,FLES,36.99,0
2016-10-15,101492,1002540,false,De Ranke XX-Bitter 24/33cl,24,FLES,19.55,0
2016-10-15,101492,1002556,false,Kasteelbier Rouge 24/33cl,192,FLES,160.85,0
2016-10-15,101492,1002566,false,Saison Dupont 24/33cl,120,FLES,78.59,0
2016-10-15,101492,1002992,false,Kapittel Abt Vat 20L,1,STUK,56.99,0
2016-10-15,101492,1003035,false,Steenbrugge Dubbel Vat 20L,6,STUK,308.48,0
2016-10-15,101492,1003064,false,De Koninck Vat 30L,9,STUK,591.31,0
2016-10-15,101492,1003090,false,Hommelbier vat 30L,1,STUK,73.72,0
2016-10-15,101492,1003114,false,Lindemans Pecheresse vat 25L,4,STUK,277.24,0
2016-10-15,101492,1003143,false,Straffe Hendrik tripel vat 30L,1,STUK,93.22,0
2016-10-15,101492,1003179,false,Kasteelbier Rouge vat 20L,2,STUK,116.18,0
2016-10-15,101492,1003185,false,Ter Dolen blond vat 30L,2,STUK,126,0
2016-10-15,101492,1003186,false,G.Carolus Classic vat 20L,1,STUK,49.51,0
2016-10-15,101492,1003193,false,Blanche de Namur vat 20L,1,STUK,35.47,0
2016-10-15,101492,1004068,false,De Koninck Triple d'Anvers 24/33cl,168,FLES,156.67,0
2016-10-15,101492,1004511,false,Boon Glas,6,STUK,9.36,0
2016-10-15,101492,1004630,false,Bush Peche Mel 24/33cl,48,FLES,43.11,0
2016-10-15,101492,1004634,false,Brugse Zot blond vat 30L,1,VAT,76.04,0
2016-10-15,101492,1004816,false,"Echte Kriek Verhaeghe vat 15,5L",6,VAT,257.41,0
2016-10-15,101492,1004880,false,Gruut Blond 24/33cl,24,FLES,17.95,0
2016-10-15,101492,1004947,false,Ter Dolen Kriek vat 30L,10,VAT,727.35,0
2016-10-15,101492,1004979,false,Troubadour Magma 24/33cl,96,FLES,90.48,0
2016-10-15,101492,1005032,false,Timmermans Peche Lambic vat,5,VAT,244.03,0
2016-10-15,101492,1005054,false,De La Senne Taras Boulba vat 30L,6,VAT,434.3,0
2016-10-15,101492,1005078,false,La Chouffe Houblon vat 20L,1,VAT,67.5,0
2016-10-15,101492,1005093,false,G.Carolus Hopsinjoor vat 20L,1,VAT,52.73,0
2016-10-15,101492,1005141,false,Mongozo premium pilsener 24/33cl,120,FLES,109.43,0
2016-10-15,101492,1005156,false,Bink Blond/Bruin vat 30L,2,VAT,113.88,0
2016-10-15,101492,1005365,false,De Dochter vd Korenaar Belle Fleur IPA 24/33cl,120,FLES,165.21,0
2016-10-15,101492,1005450,false,Struise Pannepot Grand Reserva 24/33cl,24,FLES,44.82,0
2016-10-15,101492,1005501,false,Liefmans fruitesse 20L,2,VAT,101.59,0
2016-10-15,101492,1005517,false,Duvel Tripel Hop 24/33cl,24,FLES,26.49,0
2016-10-15,101492,1005535,false,De Dochter vd Korenaar Embrasse 24/33cl,192,FLES,298.4,0
2016-10-15,101492,1005536,false,De Dochter vd Korenaar Finesse 24/33cl,24,FLES,37.57,0
2016-10-15,101492,1005626,false,Wolf 7 24/33cl,240,FLES,190.35,0
2016-10-15,101492,1005636,false,Troubadour Glas,6,STUK,10.12,0
2016-10-15,101492,1005656,false,Timmermans Framboise lambic vat 15L,6,VAT,292.83,0
2016-10-15,101492,1005671,false,Bush Peche Mel 20l,2,VAT,133.16,0
2016-10-15,101492,1005858,false,Saison D'Erpe Mere Keykeg 20L,2,VAT,154.5,0
2016-10-15,101492,1006093,false,Préaris IPA 24/33cl,216,FLES,202.8,0
2016-10-15,101492,1006643,false,Antigoon vat,1,VAT,73.87,0
2016-10-15,101492,1006751,false,Boon Lambiek 2 jaar Keykeg,2,KEYKEG,105.97,0
2016-10-15,101492,1006838,false,Chimay Doree,24,FLES,21.13,0
2016-10-15,101492,1007040,false,Wolf Carte Blanche,96,FLES,103.16,0
2016-10-15,101492,1007232,false,Wieze Tripel 24/33cl,192,FLES,184.57,0
2016-10-15,101492,1008085,false,Toetelèr Speculaas,48,FLES,46.2,0
2016-10-15,101492,1008099,false,Tre Fontane,24,FLES,86.28,0
2016-10-15,101492,1008521,false,Strong Bow Apple Ciders Gold Apple,288,STUK,236.76,0
2016-10-15,101492,1008522,false,Strong Bow Apple Ciders Red Berries,384,STUK,315.68,0
2016-10-15,101492,1008523,false,Strong Bow Apple Ciders Elderflower,384,STUK,315.68,0
2016-10-15,101492,1008933,false,Bink Kerkom Tripel Keykeg,1,KEYKEG,70.81,0
2016-10-15,101492,1008936,false,Rodenbach Rosso vat,1,VAT,52.9,0
2016-10-15,101492,1008937,false,Gauloise Fruits Rouges vat,1,VAT,52.38,0
2016-10-15,101492,1008949,false,Bon Secours Myrtilles vat,1,VAT,62.65,0
2016-10-15,101492,1009042,false,Silly Rouge vat 20L,1,STUK,55.85,0
2016-10-15,101492,1009112,false,Wieze Tripel vat 20L,1,VAT,56.37,0
2016-10-15,101492,1009197,false,d'Oude Maalderij Deo Keykeg 20L,1,KEYKEG,61.29,0
2016-10-15,101492,1009198,false,d'Oude Maalderij Optimo Keykeg 20L,1,KEYKEG,68.68,0
